Record Number		Date         		Time     		Latitude		Longitude		Speed(km/hour)	Altitude(meter)		 
	2090		2014-03-29		09:44:25		3637.3519		-11624.5026		5.00		793.0
	2091		2014-03-29		09:44:26		3637.3512		-11624.5028		5.00		793.0
	2092		2014-03-29		09:44:27		3637.3503		-11624.5028		5.50		793.0
	2093		2014-03-29		09:44:28		3637.3495		-11624.5026		5.30		793.0
	2094		2014-03-29		09:44:29		3637.3487		-11624.5026		5.30		793.0
	2095		2014-03-29		09:44:30		3637.3479		-11624.5026		5.20		793.0
	2096		2014-03-29		09:44:31		3637.3472		-11624.5026		5.09		793.0
	2097		2014-03-29		09:44:32		3637.3464		-11624.5025		4.90		793.0
	2098		2014-03-29		09:44:33		3637.3457		-11624.5024		5.00		793.0
	2099		2014-03-29		09:44:34		3637.3450		-11624.5023		4.70		793.0
	2100		2014-03-29		09:44:35		3637.3442		-11624.5024		5.00		794.0
	2101		2014-03-29		09:44:36		3637.3435		-11624.5025		4.70		794.0
	2102		2014-03-29		09:44:37		3637.3427		-11624.5026		5.09		794.0
	2103		2014-03-29		09:44:38		3637.3419		-11624.5028		5.40		794.0
	2104		2014-03-29		09:44:39		3637.3411		-11624.5028		5.20		794.0
	2105		2014-03-29		09:44:40		3637.3403		-11624.5028		5.09		794.0
	2106		2014-03-29		09:44:41		3637.3396		-11624.5029		5.00		794.0
	2107		2014-03-29		09:44:42		3637.3388		-11624.5030		5.20		794.0
	2108		2014-03-29		09:44:43		3637.3381		-11624.5031		4.80		794.0
	2109		2014-03-29		09:44:44		3637.3374		-11624.5031		4.80		794.0
	2110		2014-03-29		09:44:45		3637.3367		-11624.5030		4.80		794.0
	2111		2014-03-29		09:44:46		3637.3359		-11624.5029		4.90		794.0
	2112		2014-03-29		09:44:47		3637.3352		-11624.5026		5.09		794.0
	2113		2014-03-29		09:44:48		3637.3344		-11624.5026		5.70		794.0
	2114		2014-03-29		09:44:49		3637.3336		-11624.5024		5.09		794.0
	2115		2014-03-29		09:44:50		3637.3328		-11624.5024		5.09		794.0
	2116		2014-03-29		09:44:51		3637.3320		-11624.5025		5.40		794.0
	2117		2014-03-29		09:44:52		3637.3312		-11624.5024		5.60		794.0
	2118		2014-03-29		09:44:53		3637.3304		-11624.5022		5.09		794.0
	2119		2014-03-29		09:44:54		3637.3297		-11624.5020		5.00		794.0
	2120		2014-03-29		09:44:55		3637.3290		-11624.5019		5.00		794.0
	2121		2014-03-29		09:44:56		3637.3282		-11624.5019		4.90		794.0
	2122		2014-03-29		09:44:57		3637.3275		-11624.5018		4.80		794.0
	2123		2014-03-29		09:44:58		3637.3268		-11624.5018		5.09		794.0
	2124		2014-03-29		09:44:59		3637.3260		-11624.5017		4.80		794.0
	2125		2014-03-29		09:45:00		3637.3253		-11624.5017		5.00		794.0
	2126		2014-03-29		09:45:01		3637.3245		-11624.5017		4.90		794.0
	2127		2014-03-29		09:45:02		3637.3238		-11624.5018		5.30		794.0
	2128		2014-03-29		09:45:03		3637.3230		-11624.5019		5.40		794.0
	2129		2014-03-29		09:45:04		3637.3221		-11624.5020		5.60		794.0
	2130		2014-03-29		09:45:05		3637.3213		-11624.5021		5.20		794.0
	2131		2014-03-29		09:45:06		3637.3206		-11624.5023		5.00		794.0
	2132		2014-03-29		09:45:07		3637.3198		-11624.5025		5.30		794.0
	2133		2014-03-29		09:45:08		3637.3190		-11624.5026		5.30		794.0
	2134		2014-03-29		09:45:09		3637.3183		-11624.5028		4.90		794.0
	2135		2014-03-29		09:45:10		3637.3175		-11624.5029		5.20		794.0
	2136		2014-03-29		09:45:11		3637.3167		-11624.5029		5.70		794.0
	2137		2014-03-29		09:45:12		3637.3158		-11624.5029		5.50		794.0
	2138		2014-03-29		09:45:13		3637.3150		-11624.5029		5.20		794.0
	2139		2014-03-29		09:45:14		3637.3142		-11624.5029		5.30		794.0
	2140		2014-03-29		09:45:15		3637.3134		-11624.5029		5.00		794.0
	2141		2014-03-29		09:45:16		3637.3127		-11624.5029		4.70		794.0
	2142		2014-03-29		09:45:17		3637.3120		-11624.5029		5.00		794.0
	2143		2014-03-29		09:45:18		3637.3112		-11624.5029		5.09		794.0
	2144		2014-03-29		09:45:19		3637.3104		-11624.5029		5.70		794.0
	2145		2014-03-29		09:45:20		3637.3095		-11624.5029		5.30		794.0
	2146		2014-03-29		09:45:21		3637.3087		-11624.5029		5.20		794.0
	2147		2014-03-29		09:45:22		3637.3080		-11624.5028		5.40		794.0
	2148		2014-03-29		09:45:23		3637.3071		-11624.5028		5.30		794.0
	2149		2014-03-29		09:45:24		3637.3063		-11624.5028		5.60		794.0
	2150		2014-03-29		09:45:25		3637.3055		-11624.5029		5.09		794.0
	2151		2014-03-29		09:45:26		3637.3047		-11624.5029		5.20		794.0
	2152		2014-03-29		09:45:27		3637.3039		-11624.5029		5.40		794.0
	2153		2014-03-29		09:45:28		3637.3031		-11624.5029		5.50		794.0
	2154		2014-03-29		09:45:29		3637.3023		-11624.5028		4.90		794.0
	2155		2014-03-29		09:45:30		3637.3016		-11624.5028		4.90		794.0
	2156		2014-03-29		09:45:31		3637.3008		-11624.5029		5.40		794.0
	2157		2014-03-29		09:45:32		3637.3000		-11624.5029		5.40		794.0
	2158		2014-03-29		09:45:33		3637.2992		-11624.5029		5.30		794.0
	2159		2014-03-29		09:45:34		3637.2984		-11624.5029		5.20		794.0
	2160		2014-03-29		09:45:35		3637.2976		-11624.5029		5.09		794.0
	2161		2014-03-29		09:45:36		3637.2968		-11624.5029		5.20		794.0
	2162		2014-03-29		09:45:37		3637.2960		-11624.5029		5.50		794.0
	2163		2014-03-29		09:45:38		3637.2952		-11624.5030		5.60		794.0
	2164		2014-03-29		09:45:39		3637.2943		-11624.5031		5.30		794.0
	2165		2014-03-29		09:45:40		3637.2935		-11624.5031		5.40		794.0
	2166		2014-03-29		09:45:41		3637.2927		-11624.5031		5.40		794.0
	2167		2014-03-29		09:45:42		3637.2920		-11624.5030		5.09		794.0
	2168		2014-03-29		09:45:43		3637.2912		-11624.5026		5.00		794.0
	2169		2014-03-29		09:45:44		3637.2905		-11624.5025		5.20		794.0
	2170		2014-03-29		09:45:45		3637.2897		-11624.5024		5.30		794.0
	2171		2014-03-29		09:45:46		3637.2890		-11624.5021		5.40		794.0
	2172		2014-03-29		09:45:47		3637.2882		-11624.5019		5.20		794.0
	2173		2014-03-29		09:45:48		3637.2874		-11624.5019		5.20		794.0
	2174		2014-03-29		09:45:49		3637.2865		-11624.5019		5.80		794.0
	2175		2014-03-29		09:45:50		3637.2857		-11624.5018		5.50		794.0
	2176		2014-03-29		09:45:51		3637.2849		-11624.5018		5.20		794.0
	2177		2014-03-29		09:45:52		3637.2841		-11624.5018		5.30		794.0
	2178		2014-03-29		09:45:53		3637.2833		-11624.5018		5.50		794.0
	2179		2014-03-29		09:45:54		3637.2825		-11624.5016		5.30		794.0
	2180		2014-03-29		09:45:55		3637.2817		-11624.5015		5.30		794.0
	2181		2014-03-29		09:45:56		3637.2809		-11624.5013		5.09		794.0
	2182		2014-03-29		09:45:57		3637.2802		-11624.5013		5.09		794.0
	2183		2014-03-29		09:45:58		3637.2794		-11624.5015		5.09		794.0
	2184		2014-03-29		09:45:59		3637.2786		-11624.5017		5.30		794.0
	2185		2014-03-29		09:46:00		3637.2778		-11624.5018		5.50		794.0
	2186		2014-03-29		09:46:01		3637.2770		-11624.5019		5.50		794.0
	2187		2014-03-29		09:46:02		3637.2761		-11624.5020		5.50		794.0
	2188		2014-03-29		09:46:03		3637.2753		-11624.5021		5.60		794.0
	2189		2014-03-29		09:46:04		3637.2744		-11624.5020		5.50		794.0
	2190		2014-03-29		09:46:05		3637.2736		-11624.5020		5.00		794.0
	2191		2014-03-29		09:46:06		3637.2729		-11624.5020		5.09		794.0
	2192		2014-03-29		09:46:07		3637.2721		-11624.5020		5.50		794.0
	2193		2014-03-29		09:46:08		3637.2713		-11624.5021		5.20		794.0
	2194		2014-03-29		09:46:09		3637.2705		-11624.5021		4.80		794.0
	2195		2014-03-29		09:46:10		3637.2698		-11624.5022		4.80		794.0
	2196		2014-03-29		09:46:11		3637.2691		-11624.5024		5.09		794.0
	2197		2014-03-29		09:46:12		3637.2683		-11624.5024		5.09		794.0
	2198		2014-03-29		09:46:13		3637.2675		-11624.5024		5.30		794.0
	2199		2014-03-29		09:46:14		3637.2667		-11624.5023		5.40		794.0
	2200		2014-03-29		09:46:15		3637.2659		-11624.5023		5.20		794.0
	2201		2014-03-29		09:46:16		3637.2651		-11624.5022		5.30		794.0
	2202		2014-03-29		09:46:17		3637.2643		-11624.5021		4.90		794.0
	2203		2014-03-29		09:46:18		3637.2636		-11624.5022		4.70		794.0
	2204		2014-03-29		09:46:19		3637.2629		-11624.5022		5.00		794.0
	2205		2014-03-29		09:46:20		3637.2621		-11624.5023		5.60		794.0
	2206		2014-03-29		09:46:21		3637.2613		-11624.5022		4.90		794.0
	2207		2014-03-29		09:46:22		3637.2606		-11624.5022		5.00		794.0
	2208		2014-03-29		09:46:23		3637.2598		-11624.5022		5.09		794.0
	2209		2014-03-29		09:46:24		3637.2591		-11624.5022		4.70		794.0
	2210		2014-03-29		09:46:25		3637.2583		-11624.5021		4.90		794.0
	2211		2014-03-29		09:46:26		3637.2576		-11624.5020		5.00		794.0
	2212		2014-03-29		09:46:27		3637.2568		-11624.5020		5.30		794.0
	2213		2014-03-29		09:46:28		3637.2560		-11624.5020		5.00		794.0
	2214		2014-03-29		09:46:29		3637.2553		-11624.5020		5.30		794.0
	2215		2014-03-29		09:46:30		3637.2545		-11624.5020		5.20		794.0
	2216		2014-03-29		09:46:31		3637.2537		-11624.5020		4.80		794.0
	2217		2014-03-29		09:46:32		3637.2530		-11624.5018		5.09		793.0
	2218		2014-03-29		09:46:33		3637.2522		-11624.5019		5.20		793.0
	2219		2014-03-29		09:46:34		3637.2514		-11624.5020		5.60		793.0
	2220		2014-03-29		09:46:35		3637.2506		-11624.5021		5.09		793.0
	2221		2014-03-29		09:46:36		3637.2498		-11624.5023		5.20		793.0
	2222		2014-03-29		09:46:37		3637.2491		-11624.5025		5.09		793.0
	2223		2014-03-29		09:46:38		3637.2483		-11624.5026		4.90		793.0
	2224		2014-03-29		09:46:39		3637.2475		-11624.5026		5.20		793.0
	2225		2014-03-29		09:46:40		3637.2468		-11624.5026		5.20		794.0
	2226		2014-03-29		09:46:41		3637.2460		-11624.5026		4.59		794.0
	2227		2014-03-29		09:46:42		3637.2453		-11624.5026		5.20		794.0
	2228		2014-03-29		09:46:43		3637.2445		-11624.5026		5.40		794.0
	2229		2014-03-29		09:46:44		3637.2437		-11624.5028		5.60		793.0
	2230		2014-03-29		09:46:45		3637.2429		-11624.5029		5.09		793.0
	2231		2014-03-29		09:46:46		3637.2421		-11624.5029		5.30		793.0
	2232		2014-03-29		09:46:47		3637.2412		-11624.5029		5.90		793.0
	2233		2014-03-29		09:46:48		3637.2404		-11624.5030		5.40		793.0
	2234		2014-03-29		09:46:49		3637.2395		-11624.5031		5.50		793.0
	2235		2014-03-29		09:46:50		3637.2387		-11624.5031		5.30		793.0
	2236		2014-03-29		09:46:51		3637.2379		-11624.5031		5.30		793.0
	2237		2014-03-29		09:46:52		3637.2371		-11624.5031		5.40		793.0
	2238		2014-03-29		09:46:53		3637.2363		-11624.5031		5.09		793.0
	2239		2014-03-29		09:46:54		3637.2355		-11624.5031		5.30		793.0
	2240		2014-03-29		09:46:55		3637.2347		-11624.5031		5.30		793.0
	2241		2014-03-29		09:46:56		3637.2340		-11624.5031		5.30		793.0
	2242		2014-03-29		09:46:57		3637.2332		-11624.5031		5.20		793.0
	2243		2014-03-29		09:46:58		3637.2324		-11624.5031		5.40		793.0
	2244		2014-03-29		09:46:59		3637.2316		-11624.5031		5.20		793.0
	2245		2014-03-29		09:47:00		3637.2308		-11624.5033		5.09		793.0
	2246		2014-03-29		09:47:01		3637.2300		-11624.5031		5.00		793.0
	2247		2014-03-29		09:47:02		3637.2293		-11624.5030		5.00		793.0
	2248		2014-03-29		09:47:03		3637.2286		-11624.5030		4.50		793.0
	2249		2014-03-29		09:47:04		3637.2278		-11624.5031		5.00		793.0
	2250		2014-03-29		09:47:05		3637.2271		-11624.5031		5.00		793.0
	2251		2014-03-29		09:47:06		3637.2263		-11624.5033		5.00		793.0
	2252		2014-03-29		09:47:07		3637.2256		-11624.5034		4.90		793.0
	2253		2014-03-29		09:47:08		3637.2248		-11624.5034		5.30		793.0
	2254		2014-03-29		09:47:09		3637.2240		-11624.5033		5.30		793.0
	2255		2014-03-29		09:47:10		3637.2232		-11624.5031		5.20		793.0
	2256		2014-03-29		09:47:11		3637.2224		-11624.5030		5.20		793.0
	2257		2014-03-29		09:47:12		3637.2216		-11624.5030		5.20		793.0
	2258		2014-03-29		09:47:13		3637.2208		-11624.5031		5.09		793.0
	2259		2014-03-29		09:47:14		3637.2201		-11624.5031		5.09		793.0
	2260		2014-03-29		09:47:15		3637.2193		-11624.5031		5.50		793.0
	2261		2014-03-29		09:47:16		3637.2184		-11624.5033		5.30		793.0
	2262		2014-03-29		09:47:17		3637.2176		-11624.5033		5.20		793.0
	2263		2014-03-29		09:47:18		3637.2168		-11624.5033		5.30		793.0
	2264		2014-03-29		09:47:19		3637.2160		-11624.5034		5.40		793.0
	2265		2014-03-29		09:47:20		3637.2153		-11624.5036		4.90		793.0
	2266		2014-03-29		09:47:21		3637.2145		-11624.5038		5.09		793.0
	2267		2014-03-29		09:47:22		3637.2137		-11624.5039		5.09		793.0
	2268		2014-03-29		09:47:23		3637.2129		-11624.5040		5.09		793.0
	2269		2014-03-29		09:47:24		3637.2122		-11624.5039		5.09		793.0
	2270		2014-03-29		09:47:25		3637.2114		-11624.5038		5.00		793.0
	2271		2014-03-29		09:47:26		3637.2106		-11624.5037		5.09		793.0
	2272		2014-03-29		09:47:27		3637.2098		-11624.5036		5.70		793.0
	2273		2014-03-29		09:47:28		3637.2090		-11624.5035		5.50		793.0
	2274		2014-03-29		09:47:29		3637.2082		-11624.5034		5.20		793.0
	2275		2014-03-29		09:47:30		3637.2074		-11624.5031		4.90		793.0
	2276		2014-03-29		09:47:31		3637.2067		-11624.5031		4.90		793.0
	2277		2014-03-29		09:47:32		3637.2060		-11624.5031		4.80		793.0
	2278		2014-03-29		09:47:33		3637.2052		-11624.5031		5.30		793.0
	2279		2014-03-29		09:47:34		3637.2044		-11624.5031		5.20		793.0
	2280		2014-03-29		09:47:35		3637.2036		-11624.5031		5.50		793.0
	2281		2014-03-29		09:47:36		3637.2028		-11624.5029		5.20		793.0
	2282		2014-03-29		09:47:37		3637.2020		-11624.5028		5.00		793.0
	2283		2014-03-29		09:47:38		3637.2013		-11624.5028		4.90		793.0
	2284		2014-03-29		09:47:39		3637.2005		-11624.5029		5.09		793.0
	2285		2014-03-29		09:47:40		3637.1997		-11624.5029		5.40		793.0
	2286		2014-03-29		09:47:41		3637.1989		-11624.5029		5.30		793.0
	2287		2014-03-29		09:47:42		3637.1981		-11624.5028		5.30		793.0
	2288		2014-03-29		09:47:43		3637.1973		-11624.5026		5.20		793.0
	2289		2014-03-29		09:47:44		3637.1965		-11624.5026		5.40		793.0
	2290		2014-03-29		09:47:45		3637.1957		-11624.5026		5.20		793.0
	2291		2014-03-29		09:47:46		3637.1950		-11624.5026		5.00		793.0
	2292		2014-03-29		09:47:47		3637.1942		-11624.5026		5.30		793.0
	2293		2014-03-29		09:47:48		3637.1934		-11624.5026		5.09		793.0
	2294		2014-03-29		09:47:49		3637.1926		-11624.5028		5.09		793.0
	2295		2014-03-29		09:47:50		3637.1918		-11624.5026		5.50		793.0
	2296		2014-03-29		09:47:51		3637.1911		-11624.5025		5.20		793.0
	2297		2014-03-29		09:47:52		3637.1903		-11624.5023		5.40		793.0
	2298		2014-03-29		09:47:53		3637.1895		-11624.5022		5.09		793.0
	2299		2014-03-29		09:47:54		3637.1887		-11624.5021		5.40		793.0
	2300		2014-03-29		09:47:55		3637.1880		-11624.5022		5.00		793.0
	2301		2014-03-29		09:47:56		3637.1872		-11624.5022		5.50		793.0
	2302		2014-03-29		09:47:57		3637.1864		-11624.5022		5.20		793.0
	2303		2014-03-29		09:47:58		3637.1856		-11624.5022		5.60		793.0
	2304		2014-03-29		09:47:59		3637.1847		-11624.5023		5.50		793.0
	2305		2014-03-29		09:48:00		3637.1839		-11624.5023		5.40		793.0
	2306		2014-03-29		09:48:01		3637.1831		-11624.5023		5.20		793.0
	2307		2014-03-29		09:48:02		3637.1824		-11624.5022		5.09		793.0
	2308		2014-03-29		09:48:03		3637.1816		-11624.5022		5.60		793.0
	2309		2014-03-29		09:48:04		3637.1808		-11624.5023		4.90		793.0
	2310		2014-03-29		09:48:05		3637.1800		-11624.5023		5.30		793.0
	2311		2014-03-29		09:48:06		3637.1793		-11624.5023		5.00		793.0
	2312		2014-03-29		09:48:07		3637.1785		-11624.5023		4.90		793.0
	2313		2014-03-29		09:48:08		3637.1778		-11624.5024		5.50		792.0
	2314		2014-03-29		09:48:09		3637.1770		-11624.5024		5.09		792.0
	2315		2014-03-29		09:48:10		3637.1762		-11624.5025		5.40		792.0
	2316		2014-03-29		09:48:11		3637.1754		-11624.5025		5.30		792.0
	2317		2014-03-29		09:48:12		3637.1746		-11624.5026		5.70		792.0
	2318		2014-03-29		09:48:13		3637.1738		-11624.5026		5.60		792.0
	2319		2014-03-29		09:48:14		3637.1730		-11624.5026		4.90		792.0
	2320		2014-03-29		09:48:15		3637.1722		-11624.5025		5.50		792.0
	2321		2014-03-29		09:48:16		3637.1714		-11624.5025		5.09		792.0
	2322		2014-03-29		09:48:17		3637.1706		-11624.5026		5.50		792.0
	2323		2014-03-29		09:48:18		3637.1698		-11624.5026		5.20		792.0
	2324		2014-03-29		09:48:19		3637.1691		-11624.5028		4.59		792.0
	2325		2014-03-29		09:48:20		3637.1683		-11624.5029		5.50		792.0
	2326		2014-03-29		09:48:21		3637.1675		-11624.5028		5.30		792.0
	2327		2014-03-29		09:48:22		3637.1668		-11624.5026		5.20		792.0
	2328		2014-03-29		09:48:23		3637.1660		-11624.5025		5.20		792.0
	2329		2014-03-29		09:48:24		3637.1652		-11624.5025		5.09		792.0
	2330		2014-03-29		09:48:25		3637.1644		-11624.5025		5.60		792.0
	2331		2014-03-29		09:48:26		3637.1636		-11624.5024		5.20		792.0
	2332		2014-03-29		09:48:27		3637.1628		-11624.5024		5.30		792.0
	2333		2014-03-29		09:48:28		3637.1620		-11624.5023		5.30		792.0
	2334		2014-03-29		09:48:29		3637.1612		-11624.5023		5.20		792.0
	2335		2014-03-29		09:48:30		3637.1604		-11624.5023		5.30		792.0
	2336		2014-03-29		09:48:31		3637.1596		-11624.5024		5.90		792.0
	2337		2014-03-29		09:48:32		3637.1588		-11624.5024		5.30		792.0
	2338		2014-03-29		09:48:33		3637.1580		-11624.5025		5.50		792.0
	2339		2014-03-29		09:48:34		3637.1572		-11624.5026		5.40		792.0
	2340		2014-03-29		09:48:35		3637.1564		-11624.5028		5.20		792.0
	2341		2014-03-29		09:48:36		3637.1556		-11624.5029		5.50		792.0
	2342		2014-03-29		09:48:37		3637.1547		-11624.5028		5.60		792.0
	2343		2014-03-29		09:48:38		3637.1539		-11624.5028		5.90		792.0
	2344		2014-03-29		09:48:39		3637.1531		-11624.5026		5.20		792.0
	2345		2014-03-29		09:48:40		3637.1523		-11624.5026		4.70		792.0
	2346		2014-03-29		09:48:41		3637.1516		-11624.5026		5.30		792.0
	2347		2014-03-29		09:48:42		3637.1508		-11624.5029		5.40		792.0
	2348		2014-03-29		09:48:43		3637.1500		-11624.5028		5.40		792.0
	2349		2014-03-29		09:48:44		3637.1493		-11624.5026		5.30		792.0
	2350		2014-03-29		09:48:45		3637.1485		-11624.5026		5.00		792.0
	2351		2014-03-29		09:48:46		3637.1477		-11624.5026		5.40		792.0
	2352		2014-03-29		09:48:47		3637.1469		-11624.5026		5.60		792.0
	2353		2014-03-29		09:48:48		3637.1460		-11624.5028		5.80		792.0
	2354		2014-03-29		09:48:49		3637.1452		-11624.5029		5.20		792.0
	2355		2014-03-29		09:48:50		3637.1445		-11624.5031		4.80		792.0
	2356		2014-03-29		09:48:51		3637.1437		-11624.5031		5.09		792.0
	2357		2014-03-29		09:48:52		3637.1430		-11624.5033		5.30		792.0
	2358		2014-03-29		09:48:53		3637.1422		-11624.5033		5.00		793.0
	2359		2014-03-29		09:48:54		3637.1415		-11624.5034		4.40		793.0
	2360		2014-03-29		09:48:55		3637.1408		-11624.5034		5.30		793.0
	2361		2014-03-29		09:48:56		3637.1400		-11624.5033		5.00		793.0
	2362		2014-03-29		09:48:57		3637.1392		-11624.5031		5.00		793.0
	2363		2014-03-29		09:48:58		3637.1385		-11624.5031		5.00		793.0
	2364		2014-03-29		09:48:59		3637.1377		-11624.5031		5.60		793.0
	2365		2014-03-29		09:49:00		3637.1368		-11624.5031		6.00		792.0
	2366		2014-03-29		09:49:01		3637.1360		-11624.5033		5.30		792.0
	2367		2014-03-29		09:49:02		3637.1352		-11624.5033		4.90		792.0
	2368		2014-03-29		09:49:03		3637.1345		-11624.5033		4.80		792.0
	2369		2014-03-29		09:49:04		3637.1337		-11624.5033		5.20		792.0
	2370		2014-03-29		09:49:05		3637.1329		-11624.5031		5.50		792.0
	2371		2014-03-29		09:49:06		3637.1321		-11624.5031		5.09		792.0
	2372		2014-03-29		09:49:07		3637.1314		-11624.5033		5.20		792.0
	2373		2014-03-29		09:49:08		3637.1306		-11624.5033		5.30		792.0
	2374		2014-03-29		09:49:09		3637.1298		-11624.5034		5.30		792.0
	2375		2014-03-29		09:49:10		3637.1290		-11624.5035		4.80		792.0
	2376		2014-03-29		09:49:11		3637.1283		-11624.5035		4.80		792.0
	2377		2014-03-29		09:49:12		3637.1276		-11624.5034		5.00		792.0
	2378		2014-03-29		09:49:13		3637.1269		-11624.5033		4.90		792.0
	2379		2014-03-29		09:49:14		3637.1261		-11624.5031		5.09		792.0
	2380		2014-03-29		09:49:15		3637.1254		-11624.5028		5.30		792.0
	2381		2014-03-29		09:49:16		3637.1247		-11624.5024		5.40		791.0
	2382		2014-03-29		09:49:17		3637.1239		-11624.5022		5.40		792.0
	2383		2014-03-29		09:49:18		3637.1231		-11624.5020		5.40		791.0
	2384		2014-03-29		09:49:19		3637.1223		-11624.5019		5.70		791.0
	2385		2014-03-29		09:49:20		3637.1214		-11624.5018		6.10		791.0
	2386		2014-03-29		09:49:21		3637.1205		-11624.5018		5.09		791.0
	2387		2014-03-29		09:49:22		3637.1197		-11624.5019		5.60		791.0
	2388		2014-03-29		09:49:23		3637.1189		-11624.5019		5.50		791.0
	2389		2014-03-29		09:49:24		3637.1181		-11624.5019		5.09		791.0
	2390		2014-03-29		09:49:25		3637.1173		-11624.5020		5.60		791.0
	2391		2014-03-29		09:49:26		3637.1165		-11624.5022		5.30		791.0
	2392		2014-03-29		09:49:27		3637.1157		-11624.5022		5.40		791.0
	2393		2014-03-29		09:49:28		3637.1148		-11624.5021		5.50		791.0
	2394		2014-03-29		09:49:29		3637.1141		-11624.5021		4.90		791.0
	2395		2014-03-29		09:49:30		3637.1133		-11624.5021		5.09		791.0
	2396		2014-03-29		09:49:31		3637.1126		-11624.5019		5.50		791.0
	2397		2014-03-29		09:49:32		3637.1118		-11624.5018		5.50		791.0
	2398		2014-03-29		09:49:33		3637.1110		-11624.5020		4.90		791.0
	2399		2014-03-29		09:49:34		3637.1103		-11624.5023		4.59		791.0
	2400		2014-03-29		09:49:35		3637.1097		-11624.5026		4.40		791.0
	2401		2014-03-29		09:49:36		3637.1091		-11624.5029		4.59		791.0
	2402		2014-03-29		09:49:37		3637.1083		-11624.5031		5.09		791.0
	2403		2014-03-29		09:49:38		3637.1076		-11624.5033		5.40		791.0
	2404		2014-03-29		09:49:39		3637.1068		-11624.5033		5.09		791.0
	2405		2014-03-29		09:49:40		3637.1060		-11624.5033		5.40		791.0
	2406		2014-03-29		09:49:41		3637.1052		-11624.5033		5.20		791.0
	2407		2014-03-29		09:49:42		3637.1044		-11624.5033		5.30		791.0
	2408		2014-03-29		09:49:43		3637.1036		-11624.5034		5.50		791.0
	2409		2014-03-29		09:49:44		3637.1029		-11624.5034		4.70		791.0
	2410		2014-03-29		09:49:45		3637.1022		-11624.5034		4.90		791.0
	2411		2014-03-29		09:49:46		3637.1014		-11624.5035		4.90		791.0
	2412		2014-03-29		09:49:47		3637.1007		-11624.5034		5.09		791.0
	2413		2014-03-29		09:49:48		3637.0999		-11624.5031		5.09		791.0
	2414		2014-03-29		09:49:49		3637.0992		-11624.5031		5.09		791.0
	2415		2014-03-29		09:49:50		3637.0985		-11624.5031		4.90		791.0
	2416		2014-03-29		09:49:51		3637.0977		-11624.5031		5.09		791.0
	2417		2014-03-29		09:49:52		3637.0970		-11624.5030		4.70		791.0
	2418		2014-03-29		09:49:53		3637.0963		-11624.5028		5.09		791.0
	2419		2014-03-29		09:49:54		3637.0955		-11624.5026		5.40		791.0
	2420		2014-03-29		09:49:55		3637.0947		-11624.5026		5.50		791.0
	2421		2014-03-29		09:49:56		3637.0940		-11624.5029		4.80		791.0
	2422		2014-03-29		09:49:57		3637.0933		-11624.5030		4.90		791.0
	2423		2014-03-29		09:49:58		3637.0925		-11624.5031		5.30		791.0
	2424		2014-03-29		09:49:59		3637.0917		-11624.5031		5.40		791.0
	2425		2014-03-29		09:50:00		3637.0910		-11624.5031		4.90		791.0
	2426		2014-03-29		09:50:01		3637.0903		-11624.5030		4.50		791.0
	2427		2014-03-29		09:50:02		3637.0896		-11624.5030		4.70		791.0
	2428		2014-03-29		09:50:03		3637.0889		-11624.5030		5.09		791.0
	2429		2014-03-29		09:50:04		3637.0881		-11624.5030		5.50		791.0
	2430		2014-03-29		09:50:05		3637.0873		-11624.5031		5.00		791.0
	2431		2014-03-29		09:50:06		3637.0866		-11624.5031		4.59		791.0
	2432		2014-03-29		09:50:07		3637.0859		-11624.5029		4.59		791.0
	2433		2014-03-29		09:50:08		3637.0853		-11624.5029		4.09		791.0
	2434		2014-03-29		09:50:09		3637.0847		-11624.5029		4.40		791.0
	2435		2014-03-29		09:50:10		3637.0840		-11624.5031		4.50		791.0
	2436		2014-03-29		09:50:11		3637.0833		-11624.5031		4.80		791.0
	2437		2014-03-29		09:50:12		3637.0826		-11624.5033		4.90		791.0
	2438		2014-03-29		09:50:13		3637.0819		-11624.5034		5.00		791.0
	2439		2014-03-29		09:50:14		3637.0812		-11624.5034		4.90		791.0
	2440		2014-03-29		09:50:15		3637.0804		-11624.5034		5.09		791.0
	2441		2014-03-29		09:50:16		3637.0796		-11624.5033		5.50		791.0
	2442		2014-03-29		09:50:17		3637.0789		-11624.5031		4.70		791.0
	2443		2014-03-29		09:50:18		3637.0782		-11624.5030		4.50		791.0
	2444		2014-03-29		09:50:19		3637.0776		-11624.5030		4.80		791.0
	2445		2014-03-29		09:50:20		3637.0769		-11624.5029		5.00		791.0
	2446		2014-03-29		09:50:21		3637.0762		-11624.5026		4.90		791.0
	2447		2014-03-29		09:50:22		3637.0755		-11624.5024		4.80		791.0
	2448		2014-03-29		09:50:23		3637.0747		-11624.5024		4.90		791.0
	2449		2014-03-29		09:50:24		3637.0740		-11624.5023		5.20		791.0
	2450		2014-03-29		09:50:25		3637.0733		-11624.5024		4.40		791.0
	2451		2014-03-29		09:50:26		3637.0726		-11624.5024		4.80		791.0
	2452		2014-03-29		09:50:27		3637.0718		-11624.5024		5.00		791.0
	2453		2014-03-29		09:50:28		3637.0710		-11624.5023		5.60		791.0
	2454		2014-03-29		09:50:29		3637.0703		-11624.5024		5.30		791.0
	2455		2014-03-29		09:50:30		3637.0695		-11624.5025		5.20		791.0
	2456		2014-03-29		09:50:31		3637.0687		-11624.5025		5.09		791.0
